part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
No,20,Yes,17,Artist,50,70,27,56,99,93,34
Yes,11,No,1,Artist,29,14,59,61,66,47,90
Yes,17,No,0,Doctor,76,82,9,21,26,98,85
No,12,Yes,5,Entrepreneur,88,7,47,44,57,52,94
No,20,No,14,Doctor,24,50,48,9,29,30,15
No,19,Yes,24,Teacher,10,73,90,89,24,82,82
Yes,26,No,15,Teacher,70,92,32,38,4,36,88
Yes,3,Yes,15,Entrepreneur,90,21,16,57,97,8,68
No,29,Yes,21,Engineer,58,2,31,62,57,68,18
No,12,No,9,Artist,47,98,20,38,80,52,82
No,5,Yes,29,Doctor,22,34,50,93,39,21,69
Yes,2,Yes,14,Doctor,65,81,97,34,83,84,84
Yes,22,No,21,Engineer,19,64,40,14,17,83,13
No,2,No,13,Artist,87,73,46,67,40,26,60
Yes,30,Yes,10,Teacher,44,73,32,13,21,50,24
Yes,16,Yes,30,Doctor,51,44,65,96,31,92,2
No,15,Yes,17,Engineer,1,41,41,7,85,14,57
No,18,Yes,4,Engineer,7,8,47,77,9,91,58
No,16,Yes,9,Teacher,85,61,85,11,43,95,6
No,9,Yes,19,Engineer,13,70,95,6,30,64,33
No,16,Yes,7,Artist,93,74,82,39,5,8,6
Yes,14,No,22,Artist,65,99,38,88,11,50,42
Yes,26,Yes,8,Artist,13,16,28,72,9,95,14
Yes,26,Yes,12,Doctor,64,16,80,6,98,31,59
Yes,10,No,2,Entrepreneur,2,92,83,14,69,1,70
Yes,11,No,26,Artist,21,94,37,10,2,55,45
No,0,Yes,4,Doctor,70,52,83,13,45,62,42
No,13,No,21,Artist,70,45,95,24,10,58,91
Yes,11,No,19,Entrepreneur,2,94,56,47,29,64,99
Yes,26,Yes,19,Artist,44,39,83,87,3,31,86
Yes,18,No,4,Teacher,48,58,87,32,24,15,1
No,19,No,16,Entrepreneur,53,97,0,7,25,47,63
No,27,No,4,Artist,85,27,14,34,69,36,1
No,18,Yes,18,Entrepreneur,91,42,31,74,79,71,8
Yes,20,Yes,28,Artist,82,49,2,37,3,27,79
Yes,18,Yes,9,Doctor,31,10,52,41,23,18,39
No,20,No,11,Entrepreneur,49,40,83,38,96,98,83
No,26,No,30,Artist,48,89,23,91,78,28,94
Yes,15,No,6,Engineer,37,68,24,75,98,66,33
No,16,Yes,28,Doctor,100,25,66,4,41,87,57
Yes,25,No,1,Engineer,35,37,10,15,15,49,8
No,26,No,22,Entrepreneur,16,16,62,89,76,25,43
Yes,5,No,29,Engineer,31,88,52,72,69,15,61
No,27,Yes,4,Artist,87,95,17,5,20,99,35
No,11,Yes,12,Engineer,59,94,68,54,37,94,36
Yes,12,No,3,Teacher,36,23,81,57,3,15,2
Yes,28,No,22,Entrepreneur,56,56,43,94,0,73,7
No,7,Yes,25,Teacher,88,1,47,12,46,51,38
No,3,No,22,Doctor,48,3,74,46,72,24,54
Yes,3,No,8,Entrepreneur,90,54,58,97,53,50,50
Yes,14,Yes,1,Engineer,30,33,16,66,10,7,37
No,1,No,0,Artist,77,52,35,7,71,87,62
No,25,Yes,3,Engineer,17,70,57,66,3,96,74
Yes,15,Yes,13,Teacher,76,88,85,22,9,6,71
Yes,2,Yes,23,Doctor,14,28,51,83,83,71,40
No,8,Yes,3,Entrepreneur,95,17,36,4,84,41,21
No,18,Yes,30,Doctor,82,98,55,22,77,0,9
Yes,23,Yes,24,Artist,45,39,25,64,96,23,89
No,1,Yes,24,Doctor,63,76,14,92,7,34,1
No,22,No,29,Engineer,6,40,89,41,80,5,91
Yes,20,No,14,Doctor,23,68,6,88,5,10,51
No,13,No,10,Entrepreneur,89,21,12,99,17,27,35
Yes,29,Yes,12,Entrepreneur,95,49,54,60,67,7,16
Yes,22,Yes,22,Entrepreneur,67,84,18,18,66,45,99
Yes,13,Yes,6,Engineer,51,66,27,32,86,83,48
Yes,20,No,22,Engineer,27,24,28,84,11,72,81
No,6,Yes,21,Doctor,38,3,74,34,9,44,44
No,12,Yes,17,Doctor,73,98,69,16,40,8,25
No,19,No,21,Doctor,63,45,43,50,61,4,69
Yes,4,No,15,Entrepreneur,85,76,28,85,4,42,88
Yes,26,No,17,Engineer,5,32,83,99,56,11,79
Yes,13,No,3,Entrepreneur,3,4,80,28,61,67,91
No,5,No,14,Teacher,16,63,66,0,77,87,13
No,10,No,5,Entrepreneur,38,94,36,69,90,40,26
Yes,17,No,13,Entrepreneur,68,43,20,36,95,64,9
No,21,Yes,8,Teacher,72,47,11,25,49,25,99
No,18,Yes,30,Doctor,48,55,94,80,25,17,21
Yes,5,Yes,28,Engineer,61,1,46,16,96,69,4
No,17,No,5,Teacher,14,8,78,20,94,64,8
Yes,11,No,3,Entrepreneur,13,10,44,43,37,11,72
No,23,Yes,6,Doctor,67,85,15,53,65,16,32
No,22,No,5,Teacher,58,5,59,65,74,23,15
No,0,No,11,Doctor,28,54,2,73,70,10,92
Yes,3,No,4,Artist,87,11,38,66,9,31,77
Yes,20,No,24,Teacher,98,28,63,20,99,60,4
Yes,25,No,22,Entrepreneur,96,99,8,71,51,2,26
Yes,26,No,0,Doctor,43,32,98,97,67,2,99
Yes,6,No,27,Doctor,98,20,3,61,55,54,84
No,30,Yes,28,Engineer,22,44,41,84,95,7,26
No,21,Yes,12,Teacher,15,34,70,9,8,13,66
Yes,26,No,10,Entrepreneur,72,86,86,23,13,32,69
Yes,14,No,14,Engineer,63,90,42,38,97,61,33
Yes,17,No,22,Engineer,40,67,25,59,35,35,44
Yes,4,No,16,Teacher,16,48,91,69,7,52,52
No,24,No,3,Engineer,65,37,49,48,15,100,24
Yes,22,Yes,2,Artist,8,5,45,97,45,74,62
No,5,Yes,22,Teacher,67,19,97,66,43,24,12
No,29,Yes,16,Teacher,48,46,78,44,78,88,76
Yes,26,No,26,Doctor,49,24,89,19,57,33,72
No,0,Yes,11,Doctor,54,1,9,21,84,70,4
No,19,Yes,5,Doctor,11,90,97,3,61,34,22
No,27,No,21,Doctor,84,89,44,20,57,32,67
No,27,Yes,1,Teacher,86,98,67,57,66,38,43
No,8,Yes,7,Doctor,51,26,64,72,95,91,90
No,11,Yes,9,Engineer,5,100,39,36,60,20,13
No,2,No,24,Doctor,69,15,29,71,3,33,6
Yes,14,Yes,7,Doctor,59,97,65,77,24,17,48
Yes,24,Yes,2,Doctor,40,59,19,7,45,6,64
No,19,Yes,23,Doctor,24,98,51,68,17,76,72
Yes,1,Yes,7,Doctor,56,30,91,18,65,91,41
Yes,15,No,30,Engineer,29,74,36,48,100,59,54
Yes,24,Yes,27,Artist,54,56,16,46,61,17,36
Yes,1,No,20,Engineer,26,0,59,75,64,72,19
No,15,No,8,Doctor,28,37,3,60,79,82,31
Yes,23,Yes,30,Engineer,46,6,74,82,54,96,77
No,19,No,14,Teacher,54,27,8,57,67,31,55
Yes,5,Yes,30,Artist,70,75,29,87,77,79,4
Yes,22,Yes,2,Engineer,8,82,19,93,46,32,30
Yes,19,No,29,Entrepreneur,88,38,11,69,35,15,62
No,23,Yes,20,Teacher,72,22,1,84,2,35,89
No,11,Yes,7,Teacher,92,97,98,79,91,92,90
Yes,2,No,12,Artist,67,79,46,43,73,79,95
No,3,Yes,8,Artist,90,75,75,55,89,92,91
Yes,12,No,10,Doctor,14,2,68,96,34,13,61
Yes,22,Yes,13,Engineer,53,9,100,34,63,66,65
Yes,21,Yes,22,Artist,84,84,98,88,50,86,69
Yes,29,Yes,18,Doctor,38,53,83,0,93,89,85
No,15,No,24,Engineer,67,95,32,93,18,60,59
Yes,7,No,22,Doctor,19,6,44,34,67,14,72
No,23,Yes,17,Doctor,59,70,21,72,90,10,19
No,8,No,12,Teacher,75,83,93,89,0,36,18
Yes,7,No,21,Doctor,40,51,76,9,69,29,7
Yes,14,No,23,Teacher,39,78,23,82,47,20,50
Yes,18,Yes,5,Artist,7,7,84,15,42,80,93
No,15,No,16,Artist,88,2,14,46,89,72,8
No,22,No,30,Doctor,19,81,10,62,32,15,10
Yes,2,No,20,Teacher,16,53,55,69,12,56,93
No,18,Yes,16,Teacher,1,32,11,51,38,18,91
No,29,Yes,12,Artist,70,36,85,62,36,36,13
Yes,29,No,0,Engineer,29,0,10,14,29,59,12
Yes,20,No,9,Teacher,75,32,10,55,68,80,50
No,5,Yes,10,Artist,95,40,0,80,27,29,51
No,23,No,26,Artist,74,61,36,47,37,87,61
Yes,30,Yes,20,Doctor,14,25,100,88,74,6,46
Yes,4,No,11,Doctor,21,15,78,62,40,92,30
Yes,18,Yes,16,Teacher,88,51,51,44,23,8,12
Yes,7,Yes,28,Artist,50,63,65,99,42,56,22
No,27,Yes,26,Entrepreneur,1,49,8,13,34,77,29
Yes,11,No,30,Doctor,86,53,18,57,55,2,87
No,12,No,13,Teacher,75,6,94,76,33,91,49
No,6,Yes,24,Engineer,29,46,3,78,25,15,41
No,6,No,22,Artist,70,8,56,57,85,24,56
Yes,15,No,20,Engineer,60,58,69,52,50,82,62
No,16,No,25,Engineer,87,71,29,92,85,1,33
Yes,4,No,1,Entrepreneur,75,91,73,46,54,93,74
No,27,No,11,Engineer,47,16,87,18,24,100,91
Yes,12,No,13,Engineer,92,17,17,19,9,99,23
No,10,No,13,Entrepreneur,50,84,50,77,81,64,13
Yes,1,No,13,Doctor,50,26,33,5,76,86,61
No,27,Yes,1,Doctor,73,72,23,70,95,32,1
No,21,No,15,Artist,14,47,4,70,47,84,86
Yes,30,No,25,Entrepreneur,63,43,18,12,30,16,72
Yes,26,Yes,21,Artist,16,100,99,24,78,85,6
No,11,No,20,Doctor,36,32,100,24,7,21,53
No,7,No,26,Entrepreneur,80,79,16,100,46,92,53
Yes,22,Yes,14,Teacher,1,14,47,77,98,26,38
No,11,No,19,Teacher,79,43,12,56,79,60,88
No,9,Yes,8,Doctor,5,58,89,48,87,68,14
No,22,Yes,11,Entrepreneur,1,62,41,47,84,80,8
No,3,Yes,27,Doctor,47,12,4,32,81,46,38
No,29,No,4,Teacher,30,64,50,49,32,94,39
Yes,10,No,10,Engineer,31,1,23,93,88,96,68
Yes,28,Yes,18,Artist,63,65,21,20,4,34,34
Yes,27,No,16,Entrepreneur,41,43,65,18,55,57,94
Yes,22,No,21,Teacher,54,65,66,44,37,49,22
Yes,13,No,18,Engineer,28,17,45,62,95,66,5
No,15,No,1,Engineer,25,1,51,85,76,66,20
No,17,Yes,1,Engineer,54,10,39,90,50,0,9
No,22,No,17,Entrepreneur,17,15,51,9,51,98,6
No,2,No,18,Engineer,28,18,43,61,60,96,18
No,26,No,24,Entrepreneur,34,70,94,95,13,74,31
Yes,11,Yes,30,Entrepreneur,29,50,61,70,52,18,77
No,4,No,8,Doctor,4,29,98,12,65,68,61
No,2,No,0,Artist,10,62,88,30,63,8,11
No,26,Yes,3,Entrepreneur,53,46,22,5,66,55,60
Yes,25,Yes,26,Entrepreneur,41,83,60,77,62,74,4
Yes,17,Yes,6,Doctor,19,63,97,41,65,51,40
No,15,No,23,Entrepreneur,97,52,93,74,52,29,56
Yes,13,Yes,1,Engineer,20,71,84,55,34,99,96
No,9,Yes,20,Entrepreneur,48,95,28,32,52,64,59
Yes,12,Yes,26,Doctor,10,20,40,80,68,25,55
No,29,No,28,Doctor,34,60,77,13,87,71,74
No,27,Yes,20,Doctor,54,10,16,86,42,15,7
Yes,21,Yes,21,Teacher,47,89,97,92,44,70,61
No,19,Yes,15,Engineer,7,44,33,81,55,18,54
Yes,20,No,9,Engineer,49,74,79,40,44,79,70
No,10,No,25,Artist,21,98,80,22,79,1,66
Yes,28,Yes,13,Entrepreneur,79,68,16,25,17,75,99
Yes,28,No,17,Entrepreneur,44,48,49,26,64,55,72
No,21,No,11,Artist,99,23,95,5,60,69,22
No,28,No,13,Doctor,43,88,94,46,23,78,29
No,21,Yes,21,Entrepreneur,66,3,47,93,59,85,11
Yes,14,No,21,Teacher,20,27,81,85,80,31,56
Yes,2,No,28,Teacher,76,67,16,15,66,70,52
Yes,10,No,12,Doctor,77,99,0,54,68,79,28
No,23,Yes,20,Entrepreneur,85,16,36,82,95,52,69
No,16,Yes,25,Entrepreneur,20,83,37,27,40,36,40
Yes,27,No,9,Artist,73,84,44,57,79,30,40
Yes,5,No,25,Engineer,27,34,92,4,68,45,16
No,5,Yes,8,Artist,33,81,61,0,56,43,37
Yes,0,No,22,Artist,20,92,35,79,18,35,92
Yes,7,No,18,Doctor,22,76,10,86,65,36,73
Yes,5,Yes,30,Artist,17,73,0,0,57,52,63
No,29,No,25,Teacher,66,71,59,6,99,58,34
No,28,Yes,11,Teacher,60,44,95,18,14,56,23
No,0,No,1,Entrepreneur,63,53,15,66,4,16,16
Yes,28,No,15,Artist,90,20,70,12,93,93,3
Yes,10,Yes,23,Entrepreneur,54,62,46,52,16,63,74
No,28,Yes,30,Teacher,28,40,21,70,78,83,91
No,6,No,30,Doctor,4,95,84,10,15,38,69
Yes,14,Yes,10,Artist,15,67,88,94,57,75,84
No,29,Yes,11,Doctor,33,46,52,80,61,53,99
No,1,No,23,Teacher,43,94,69,71,56,81,81
No,3,Yes,29,Engineer,45,10,64,46,92,32,83
No,0,No,30,Artist,95,9,57,67,63,53,88
No,7,No,18,Teacher,78,83,89,18,23,13,81
Yes,11,No,11,Teacher,6,100,37,75,83,11,19
Yes,4,No,23,Artist,100,86,28,7,59,24,94
Yes,29,Yes,3,Teacher,34,81,79,50,3,59,94
No,30,No,10,Teacher,81,85,4,2,70,59,46
Yes,4,Yes,8,Teacher,52,91,33,13,76,32,59
Yes,24,No,21,Artist,45,5,83,10,68,72,13
Yes,12,Yes,4,Teacher,63,98,10,2,15,90,59
No,15,Yes,11,Engineer,93,24,84,74,34,60,75
No,18,No,17,Artist,71,34,82,9,100,34,49
Yes,25,Yes,4,Engineer,94,73,93,72,36,29,23
Yes,21,No,0,Entrepreneur,22,86,1,72,65,45,94
No,7,Yes,1,Engineer,50,84,70,75,0,81,6
No,17,Yes,15,Teacher,39,67,98,26,56,55,56
No,26,Yes,2,Teacher,28,95,4,9,30,20,97
No,16,No,3,Entrepreneur,29,60,94,90,42,5,95
Yes,4,Yes,21,Artist,68,49,24,60,20,57,27
Yes,1,Yes,27,Engineer,60,97,25,18,38,26,75
No,4,Yes,8,Artist,45,8,35,63,97,64,33
No,28,Yes,19,Artist,51,89,80,1,51,15,88
Yes,28,No,25,Engineer,19,78,0,85,94,94,51
Yes,21,No,0,Entrepreneur,81,20,41,48,3,8,32
No,20,Yes,16,Engineer,38,20,37,0,64,31,74
Yes,24,No,24,Entrepreneur,71,62,63,84,86,23,89
Yes,4,Yes,12,Teacher,55,76,79,89,89,45,98
Yes,0,Yes,30,Artist,24,48,76,48,14,8,63
No,15,Yes,21,Artist,97,45,57,87,59,55,75
Yes,9,Yes,5,Engineer,24,92,50,73,83,11,76
Yes,29,No,22,Doctor,82,46,55,33,71,44,22
No,22,Yes,26,Artist,26,34,31,55,97,42,87
Yes,26,Yes,20,Artist,55,75,19,56,23,24,58
No,13,Yes,8,Artist,71,94,27,70,97,47,38
No,28,No,5,Teacher,4,32,100,44,40,89,68
No,0,Yes,22,Artist,38,30,51,17,75,70,34
No,13,Yes,26,Engineer,44,78,90,23,40,31,47
Yes,6,Yes,7,Artist,16,13,64,76,48,30,63
Yes,18,Yes,13,Engineer,58,92,76,62,16,88,64
Yes,0,Yes,22,Teacher,57,12,7,5,55,47,87
Yes,29,Yes,4,Entrepreneur,21,79,15,61,95,88,57
No,6,Yes,12,Teacher,9,28,63,72,55,99,63
No,17,No,6,Doctor,80,91,11,35,75,69,16
Yes,6,Yes,1,Engineer,44,1,89,56,49,69,78
Yes,23,Yes,27,Doctor,89,39,53,66,9,43,80
No,24,Yes,27,Artist,100,19,47,28,63,57,30
No,7,No,27,Artist,55,47,34,17,24,79,98
No,6,No,23,Teacher,50,22,54,20,16,58,13
Yes,8,Yes,0,Entrepreneur,24,76,54,23,47,2,40
No,27,No,6,Doctor,23,96,93,42,81,47,0
No,27,No,15,Teacher,88,81,69,86,24,22,86
No,24,No,21,Engineer,94,100,42,55,4,6,31
No,0,Yes,26,Artist,51,35,94,96,82,21,32
Yes,1,Yes,5,Teacher,57,13,73,76,3,67,81
Yes,1,No,16,Engineer,51,83,54,98,88,88,11
Yes,8,No,13,Doctor,51,35,69,91,80,53,95
No,24,No,28,Engineer,0,25,35,27,58,56,11
Yes,11,No,7,Teacher,10,46,30,43,76,30,86
Yes,29,Yes,25,Entrepreneur,79,40,14,4,13,85,22
Yes,9,No,26,Artist,22,45,67,40,44,51,85
No,27,No,20,Artist,64,13,7,47,29,0,99
No,8,Yes,22,Engineer,24,4,98,84,44,49,64
Yes,22,No,26,Artist,71,38,81,96,56,31,92
No,25,No,22,Entrepreneur,16,76,38,45,29,35,48
No,22,Yes,28,Entrepreneur,98,77,86,18,68,76,84
No,4,No,18,Engineer,79,36,93,30,21,85,17
Yes,22,Yes,12,Engineer,77,59,2,75,6,31,21
No,11,No,4,Teacher,14,63,22,79,43,52,64
No,16,No,27,Entrepreneur,73,77,41,31,57,96,80
Yes,7,Yes,4,Doctor,69,31,46,59,24,26,80
No,26,No,29,Entrepreneur,66,44,84,95,67,50,39
Yes,27,No,15,Artist,62,80,64,45,79,50,97
Yes,1,No,21,Engineer,56,70,14,91,30,89,70
No,0,Yes,25,Entrepreneur,56,26,63,23,58,3,74
No,28,No,25,Artist,12,76,17,38,31,65,96
No,19,Yes,28,Teacher,86,82,100,87,60,98,57
Yes,3,Yes,1,Engineer,81,100,65,100,1,53,64
No,0,Yes,20,Artist,94,94,17,35,47,81,64
No,20,Yes,4,Artist,5,2,32,60,29,44,36
Yes,19,No,28,Doctor,70,95,41,14,62,63,35
Yes,13,No,21,Entrepreneur,1,77,73,28,60,50,8
Yes,26,Yes,0,Artist,77,80,42,23,68,67,20
Yes,11,No,19,Teacher,42,60,12,90,14,47,34
No,17,No,11,Teacher,60,56,10,40,58,35,52
Yes,15,Yes,1,Doctor,57,71,73,90,7,70,75
Yes,26,No,26,Engineer,71,62,99,11,13,65,58
No,23,No,16,Doctor,97,37,96,42,87,35,67
No,29,Yes,8,Entrepreneur,18,8,43,39,93,69,83
Yes,0,Yes,19,Teacher,22,1,46,53,76,32,51
Yes,27,Yes,27,Entrepreneur,45,23,63,85,40,58,4
Yes,15,No,26,Entrepreneur,13,34,44,31,30,8,52
No,13,Yes,29,Artist,35,86,53,50,89,92,10
Yes,6,No,16,Doctor,14,98,15,18,38,41,29
No,27,Yes,18,Teacher,34,70,9,62,91,92,44
Yes,1,No,11,Engineer,57,49,22,26,66,60,55
Yes,18,Yes,19,Entrepreneur,8,79,3,56,34,21,87
No,30,No,2,Artist,88,29,59,82,5,82,96
No,16,Yes,22,Artist,52,95,69,0,52,0,76
Yes,18,Yes,11,Artist,19,54,50,61,83,31,64
Yes,12,Yes,25,Doctor,41,25,0,3,89,51,80
No,16,No,4,Artist,81,47,24,70,42,5,51
No,1,Yes,23,Entrepreneur,11,17,64,4,9,14,47
Yes,20,Yes,17,Artist,63,0,42,55,69,4,91
No,17,Yes,18,Entrepreneur,95,55,68,2,80,75,17
No,21,No,6,Entrepreneur,22,30,84,38,85,13,86
Yes,2,Yes,1,Teacher,56,87,96,13,35,75,86
No,19,No,11,Artist,55,44,19,81,38,1,80
No,8,No,4,Doctor,7,90,74,53,77,90,52
No,11,No,3,Doctor,64,78,15,31,54,64,90
No,12,No,16,Entrepreneur,93,68,74,7,98,19,47
No,24,Yes,25,Teacher,6,81,12,42,100,16,4
No,30,Yes,26,Doctor,43,54,25,88,22,74,82
No,15,Yes,8,Teacher,84,76,92,12,46,14,13
Yes,26,No,18,Artist,35,35,77,67,84,86,36
Yes,3,No,17,Entrepreneur,25,91,17,81,100,99,56
Yes,18,Yes,5,Entrepreneur,18,34,58,41,67,80,34
No,23,No,25,Entrepreneur,37,14,32,65,31,3,78
Yes,0,Yes,8,Doctor,45,78,89,72,11,31,23
No,2,Yes,13,Teacher,17,69,41,44,26,14,84
No,15,No,21,Teacher,67,52,8,69,34,18,49
No,8,Yes,13,Engineer,77,77,51,62,37,12,98
No,17,No,11,Teacher,38,40,47,41,39,30,69
Yes,1,Yes,16,Engineer,61,37,8,61,14,28,55
No,29,Yes,9,Artist,2,78,32,33,66,86,78
No,23,No,0,Teacher,94,4,4,25,27,81,23
Yes,15,Yes,16,Artist,32,10,21,63,46,76,55
Yes,7,Yes,30,Doctor,79,77,74,64,22,86,75
No,5,No,24,Entrepreneur,50,38,49,13,27,43,89
Yes,25,Yes,28,Teacher,84,22,75,1,35,26,81
Yes,17,No,28,Doctor,47,23,60,10,15,18,11
No,21,No,15,Engineer,83,72,85,9,74,49,36
No,8,Yes,7,Engineer,51,8,19,92,56,36,55
No,28,Yes,11,Teacher,51,47,92,66,74,47,26
Yes,2,Yes,13,Teacher,19,98,31,95,66,4,93
Yes,13,Yes,11,Teacher,36,62,54,27,90,90,9
No,17,No,27,Artist,18,37,68,43,95,25,89
Yes,23,Yes,21,Teacher,94,3,5,34,15,28,80
Yes,25,No,12,Entrepreneur,74,58,70,1,28,32,0
Yes,1,Yes,3,Teacher,54,23,1,15,51,75,32
Yes,18,No,19,Engineer,91,30,80,10,45,74,44
Yes,6,No,11,Engineer,88,67,93,94,73,26,22
Yes,6,Yes,27,Doctor,94,38,56,61,41,30,56
No,14,Yes,29,Doctor,63,10,22,29,51,23,46
Yes,14,Yes,13,Entrepreneur,99,82,73,47,14,47,30
Yes,12,Yes,13,Teacher,13,74,9,38,78,32,17
Yes,29,No,1,Artist,99,11,24,22,28,14,38
No,21,No,13,Entrepreneur,92,39,64,18,79,92,51
No,19,Yes,6,Doctor,78,14,65,0,1,43,91
Yes,20,No,26,Doctor,27,46,33,77,93,14,4
Yes,20,Yes,13,Entrepreneur,54,57,89,36,40,20,52
No,10,No,2,Artist,61,1,73,41,15,82,93
Yes,28,No,21,Engineer,2,38,27,20,76,57,42
No,24,No,17,Teacher,58,46,85,35,19,4,99
Yes,14,No,13,Entrepreneur,26,43,75,42,38,35,11
No,21,No,10,Teacher,94,66,64,33,1,60,89
No,18,Yes,24,Entrepreneur,7,90,64,70,24,18,9
Yes,29,Yes,3,Teacher,89,55,80,6,74,29,62
Yes,14,Yes,7,Artist,4,6,44,22,80,29,91
Yes,24,No,4,Artist,55,35,44,12,51,11,76
No,28,No,23,Engineer,93,79,42,97,87,21,58
No,20,Yes,0,Artist,52,3,8,75,49,28,15
No,20,No,24,Artist,33,72,43,22,41,36,95
No,27,Yes,7,Engineer,86,76,38,17,95,65,95
Yes,30,No,1,Artist,73,60,60,58,61,97,27
No,21,No,22,Artist,28,22,67,95,65,75,0
No,15,Yes,27,Doctor,50,19,47,79,7,34,90
Yes,27,No,9,Teacher,75,19,54,55,46,70,74
Yes,9,No,7,Engineer,79,21,7,43,61,34,96
Yes,20,No,28,Artist,46,5,76,65,46,44,49
Yes,21,No,4,Engineer,13,99,76,26,99,91,72
Yes,23,No,27,Teacher,13,99,18,72,60,55,64
No,28,No,30,Doctor,35,63,89,90,76,17,92
Yes,28,No,7,Doctor,94,87,6,66,41,47,55
No,22,Yes,4,Doctor,38,99,37,36,60,25,24
No,20,No,5,Artist,39,38,17,67,33,75,9
No,3,No,16,Engineer,68,49,56,18,57,87,63
No,19,Yes,30,Entrepreneur,30,5,71,53,70,98,82
Yes,3,No,14,Teacher,98,70,89,79,4,5,2
No,23,No,10,Engineer,73,34,48,13,33,10,79
No,22,No,26,Doctor,24,76,86,65,58,76,48
No,7,Yes,11,Artist,95,50,50,61,23,83,42
Yes,15,No,8,Doctor,88,89,81,30,3,65,66
No,20,No,9,Engineer,30,79,98,97,5,82,54
No,8,No,10,Artist,0,86,63,82,89,54,31
No,9,Yes,13,Artist,7,89,5,56,66,13,52
No,0,Yes,9,Doctor,41,93,38,77,24,69,20
No,12,No,1,Artist,23,45,0,51,41,37,80
Yes,11,Yes,21,Artist,82,5,34,49,39,46,63
No,0,Yes,8,Artist,41,24,16,55,87,12,24
Yes,9,No,0,Teacher,95,24,76,27,5,24,66
Yes,18,No,30,Entrepreneur,92,95,81,99,62,15,49
No,29,No,24,Doctor,7,40,81,31,42,53,4
Yes,16,Yes,4,Artist,13,39,28,29,17,89,66
Yes,5,Yes,30,Entrepreneur,81,18,56,10,83,99,59
No,8,No,27,Artist,70,93,25,66,69,10,15
Yes,27,No,19,Teacher,78,15,62,62,20,51,18
Yes,27,No,1,Doctor,30,98,1,3,36,11,52
No,22,Yes,11,Teacher,31,10,38,55,98,94,29
Yes,15,Yes,30,Teacher,2,74,64,62,57,32,95
Yes,27,Yes,8,Doctor,63,97,32,5,5,3,71
Yes,2,Yes,30,Artist,10,91,14,66,64,99,32
Yes,3,Yes,13,Teacher,38,1,48,16,2,79,55
Yes,16,Yes,19,Entrepreneur,98,59,61,97,96,0,88
No,15,No,0,Doctor,15,10,53,56,52,52,98
No,18,Yes,23,Engineer,79,70,0,89,29,18,31
Yes,2,No,15,Doctor,24,38,35,98,5,45,57
Yes,22,No,23,Engineer,93,94,53,79,33,30,36
Yes,6,Yes,0,Teacher,100,59,12,85,70,50,35
No,29,No,0,Entrepreneur,58,40,51,18,90,42,35
No,29,No,17,Doctor,70,94,68,99,13,82,47
No,17,Yes,28,Entrepreneur,50,10,86,96,23,15,33
Yes,20,No,19,Doctor,20,71,88,71,78,63,65
Yes,2,Yes,23,Entrepreneur,62,92,41,5,25,14,33
No,16,Yes,20,Teacher,2,86,36,20,2,8,68
Yes,11,Yes,1,Teacher,63,37,1,80,17,32,66
Yes,21,Yes,6,Teacher,83,95,74,72,13,44,28
Yes,15,No,17,Artist,47,60,49,7,72,49,21
Yes,11,Yes,12,Entrepreneur,55,43,30,38,27,13,80
No,7,No,9,Entrepreneur,59,80,20,58,33,100,5
Yes,7,Yes,26,Artist,42,71,0,27,93,66,21
No,12,No,5,Engineer,81,98,65,14,12,92,95
Yes,17,No,12,Entrepreneur,63,90,18,79,40,55,82
Yes,20,Yes,14,Artist,44,17,76,2,3,30,16
No,0,Yes,28,Entrepreneur,91,5,45,76,33,26,28
Yes,22,Yes,5,Teacher,34,45,93,42,68,17,12
No,6,Yes,18,Engineer,78,71,24,55,9,58,71
No,30,No,20,Teacher,45,75,83,14,79,27,78
Yes,5,Yes,24,Engineer,55,12,37,91,9,13,98
No,17,Yes,4,Artist,6,72,77,58,73,88,68
No,8,Yes,19,Entrepreneur,32,34,60,1,76,76,96
No,11,No,13,Doctor,41,100,100,22,45,13,0
Yes,18,No,17,Teacher,84,0,68,26,51,15,69
No,14,No,20,Entrepreneur,80,83,67,50,53,9,80
Yes,11,Yes,27,Teacher,50,70,8,68,88,21,82
Yes,17,Yes,8,Teacher,37,52,47,82,84,98,58
No,3,Yes,19,Teacher,10,77,27,68,70,55,30
No,18,No,24,Engineer,51,93,20,66,99,35,59
No,7,No,26,Doctor,0,84,30,49,76,21,52
Yes,15,No,14,Entrepreneur,9,58,100,49,46,2,36
No,4,Yes,27,Teacher,80,66,59,97,13,40,70
No,2,Yes,23,Doctor,65,66,50,51,38,38,50
Yes,4,Yes,27,Engineer,45,33,48,92,18,26,6
Yes,29,No,21,Entrepreneur,72,84,40,62,99,93,38
Yes,3,No,14,Doctor,43,61,84,7,4,28,41
Yes,30,Yes,21,Engineer,83,30,21,82,56,35,56
Yes,20,No,3,Entrepreneur,99,16,66,15,9,15,71
No,12,No,9,Engineer,64,96,20,41,71,81,27
No,21,No,30,Artist,3,60,45,25,60,49,23
No,22,No,22,Artist,45,89,100,18,20,50,41
Yes,0,Yes,4,Engineer,32,88,51,84,13,52,100
No,11,Yes,16,Entrepreneur,90,95,80,44,53,47,20
